where	source	text
menu	Выручка от размещения рекламных модулей	Ingresos por colocación de módulos publicitarios
menu	Выход	Salir
menu	График размещения по нескольким акциям	Cronograma de colocación de varias campañas
menu	Группы Радиостанций	Grupos de emisoras
menu	Журнал использования бонусов	Registro de uso de bonificaciones
menu	Журнал использования роликов	Registro de uso de spots
menu	Журнал макетов рекламных акций	Registro de borradores de campañas publicitarias
menu	Журнал оплат	Registro de pagos
menu	Журнал оплат по менеджерам	Registro de pagos por gerente
menu	Журнал переносов	Registro de traslados
menu	Журнал подтверждённых рекламных акций	Registro de campañas publicitarias confirmadas
menu	Журнал рекламных роликов	Registro de spots publicitarios
menu	Журнал удалённых рекламных акций	Registro de campañas publicitarias eliminadas
menu	За период (с разбивкой по месяцам)	Por período (desglosado por mes)
menu	Импорт фирм	Importar empresas
menu	Калькулятор цены	Calculadora de precios
menu	Менеджерские скидки	Descuentos del gerente
menu	Объем продаж в секундах	Volumen de ventas en segundos
menu	Объем реализации	Volumen de ventas realizadas
menu	Объем реализации (Сводный)	Volumen de ventas realizadas (Consolidado)
menu	Отчет по типам оплат	Informe por tipos de pago
menu	Очистка журнала удаленных рекламных акций	Limpieza del registro de campañas publicitarias eliminadas
menu	Пакетные скидки	Descuentos por paquete
menu	Пакетных рекламных модулей	De módulos publicitarios en paquete
menu	Причины выдачи менеджерской скидки	Motivos de otorgamiento del descuento del gerente
menu	Развёрнутое итоговое сальдо расчетов в разрезе агентств	Saldo final detallado de cuentas por agencia
menu	Размещение комбо-модулями...	Colocación con módulos combo...
menu	Режиссёр	Director
menu	Рекламные модули	Módulos publicitarios
menu	Рекламные тарифы	Tarifas publicitarias
menu	Рекламный отдел	Departamento de publicidad
menu	Рекламных модулей	De módulos publicitarios
menu	Сводный (размещение рекламы)	Consolidado (colocación publicitaria)
menu	Сводный журнал долгов фирм-заказчиков (по менеджерам в разрезе агентств) 	Registro consolidado de deudas de empresas clientes (por gerente y agencia) 
menu	Сетка вещания	Parrilla de emisión
menu	Сообщения	Mensajes
menu	Специальные отчёты	Informes especiales
menu	Средняя скидка по радиостанциям	Descuento promedio por emisora
menu	Статистика	Estadísticas
menu	Тарифы для спонсоров	Tarifas para patrocinadores
menu	Текст для отчётов	Texto para informes
menu	Трафик	Tráfico
menu	Удаление макетов рекламных акций	Eliminación de borradores de campañas publicitarias
menu	Удаление роликов-пустышек	Eliminación de spots vacíos
menu	Удаленные рекламные выпуски	Emisiones publicitarias eliminadas
menu	Фактическое размещение	Colocación real
menu	Факторный анализ продаж	Análisis factorial de ventas
menu	Фирмы-заказчики	Empresas clientes
menu	Экспорт сеток вещания	Exportar parrillas de emisión
message	Агентство не может быть удалено, так как на него уже выписаны счета. Операция прервана.	No se puede eliminar la agencia porque ya tiene facturas emitidas. Operación cancelada.
message	Агентство не может быть удалено, так как на него уже заведены платежи. Операция прервана.	No se puede eliminar la agencia porque ya tiene pagos registrados. Operación cancelada.
message	Агентство с таким названием уже существует. Пожалуйста, введите другое название. Операция прервана.	Ya existe una agencia con ese nombre. Ingrese otro nombre. Operación cancelada.
message	Акцию №{0} не возможно деактивировать, так как к ней уже привязаны платежи.	No se puede desactivar la campaña N.º {0} porque ya tiene pagos vinculados.
message	Акция будет активирована (активация может привести к удалению некоторых выпусков). Продолжить?	La campaña será activada (la activación puede eliminar algunas emisiones). ¿Continuar?
message	Акция будет деактивирована (повторная активация может привести к удалению некоторых выпусков). Продолжить?	La campaña será desactivada (una nueva activación puede eliminar algunas emisiones). ¿Continuar?
message	Банк с таким БИК уже существует в системе. Операция прервана.	Ya existe en el sistema un banco con ese БИК. Operación cancelada.
message	Банк с таким названием уже существует. Пожалуйста, введите другое название. Операция прервана.	Ya existe un banco con ese nombre. Ingrese otro nombre. Operación cancelada.
message	Блок на объединение уже используется в другом блоке. Операция прервана.	El bloque a unir ya se utiliza en otro bloque. Operación cancelada.
message	Брэнд с таким названием уже существует. Пожалуйста, введите другое название. Операция прервана.	Ya existe una marca con ese nombre. Ingrese otro nombre. Operación cancelada.
message	В выбранное окно запрещено размещать или переносить выпуски. Операция прервана.	No se permite colocar ni trasladar emisiones a la ventana seleccionada. Operación cancelada.
message	В данном рекламном окне уже присутствует ролик '{0}'. Вы хотите продолжить перенос? 	Esta ventana publicitaria ya contiene el spot '{0}'. ¿Desea continuar con el traslado? 
message	В данном рекламном окне уже присутствует ролик данной фирмы. 	Esta ventana publicitaria ya contiene un spot de esta empresa. 
message	В данном рекламном окне уже присутствует ролик фирмы '{0}'. Вы хотите продолжить перенос? 	Esta ventana publicitaria ya contiene un spot de la empresa '{0}'. ¿Desea continuar con el traslado? 
message	В данную дату программы не существует.	No existe el programa en esta fecha.
message	В одной рекламной акции нельзя размещать политическую агитацию вместе с другой рекламой. Операция прервана.	No se puede colocar propaganda política junto con otra publicidad en una misma campaña publicitaria. Operación cancelada.
message	В окне уже есть ролик с типом "Анонс политической агитации". Операция прервана.	La ventana ya contiene un spot de tipo "Anuncio de propaganda política". Operación cancelada.
message	В окне уже есть ролик с типом "Локальное СМИ". Операция прервана.	La ventana ya contiene un spot de tipo "Medio local". Operación cancelada.
message	В окне уже есть ролик с типом "Федеральное СМИ". Операция прервана.	La ventana ya contiene un spot de tipo "Medio nacional". Operación cancelada.
message	В системе уже существует фирма с такой комбинацией ИНН+КПП+Расчётный счёт. Операция прервана.	Ya existe en el sistema una empresa con esa combinación de ИНН+КПП+Cuenta corriente. Operación cancelada.
message	В это время на этой станции уже есть обычный тариф. Измените время или день недели. Операция прервана!	En este horario esta emisora ya tiene una tarifa común. Modifique la hora o el día de la semana. ¡Operación cancelada!
message	В это время на этой станции уже есть спонсорский тариф.Измените время или день недели. Операция прервана!	En este horario esta emisora ya tiene una tarifa de patrocinio. Modifique la hora o el día de la semana. ¡Operación cancelada!
message	В это рекламное окно возможно разместить или переместить только выпуски роликов с типом новость или программа. Операция прервана.	En esta ventana publicitaria solo se pueden colocar o trasladar emisiones de spots de tipo noticia o programa. Operación cancelada.
message	Внести выходы рекламных роликов для времени {0} в соответствии с шаблоном?\r\n{3} [c {1} по {2}]	¿Registrar las emisiones de spots para la hora {0} según la plantilla?\r\n{3} [del {1} al {2}]
message	Внутренняя ошибка. Операция прервана.	Error interno. Operación cancelada.
message	Время начала интервала не может быть больше времени его окончания. Операция прервана.	La hora de inicio del intervalo no puede ser posterior a la hora de fin. Operación cancelada.
message	Вы выбрали для переноса в новую рекламную акцию все кампании, входящие в текущую акцию. Необходимо оставить хотя бы одну. Операция прервана.	Se seleccionaron para trasladar a una nueva campaña publicitaria todas las pautas de la campaña actual. Debe quedar al menos una. Operación cancelada.
message	Вы выбрали для переноса в новую рекламную кампанию все ролики. Надо что-то оставить в существующей!	Se seleccionaron todos los spots para trasladar a una nueva pauta. ¡Debe quedar al menos uno en la pauta existente!
message	Вы желаете перенести выбранные выпуски с '{0}' на '{1}'?	¿Desea trasladar las emisiones seleccionadas de '{0}' a '{1}'?
message	Вы не можете заменить ролик активированной рекламной акции на ролик без предмета рекламы. Операция прервана.	No se puede sustituir un spot de una campaña publicitaria activada por un spot sin rubro publicitario. Operación cancelada.
message	Вы пытаетесь изменить параметры тарифа, который объединён с другим тарифом. Эти изменения нарушают правила объединения, операция прервана.	Se intenta modificar los parámetros de una tarifa unida a otra tarifa. Estos cambios infringen las reglas de unión; operación cancelada.
message	Вы пытаетесь отметить тариф для использования только в модулях. Но тариф уже использован в обычной рекламной кампании. Операция прервана.	Se intenta marcar la tarifa para uso exclusivo en módulos, pero la tarifa ya se utiliza en una pauta común. Operación cancelada.
message	Вы хотите перенести выпуск рекламного ролика '{0}' с {1} на {2}?	¿Desea trasladar la emisión del spot '{0}' del {1} al {2}?
message	Выбран некорректный предмет рекламы. Пожалуйста, выберите дочерний элемент в дереве предметов рекламы.	Se seleccionó un rubro publicitario incorrecto. Seleccione un elemento hijo en el árbol de rubros publicitarios.
message	Выбранная дата выходит за пределы прайс-листа.	La fecha seleccionada está fuera del período de la lista de precios.
message	Выбранная радиостанция на объединение уже объединена с другой радиостанцией.	La emisora seleccionada para unir ya está unida a otra emisora.
message	Выбранный пользователь уже входит в состав группы. Операция прервана.	El usuario seleccionado ya pertenece al grupo. Operación cancelada.
message	Выставлять признак 'Для всех фирм' могут только администраторы. Операция прервана.	Solo los administradores pueden marcar el indicador 'Para todas las empresas'. Operación cancelada.
message	Группа компаний с таким названием уже существует в системе. Операция прервана.	Ya existe en el sistema un grupo de empresas con ese nombre. Operación cancelada.
message	Группа не может быть удалена, так как существуют радиостанции, привязанные к этой группе. Операция прервана.	No se puede eliminar el grupo porque existen emisoras vinculadas a él. Operación cancelada.
message	Группа с таким именем уже существует. Операция прервана.	Ya existe un grupo con ese nombre. Operación cancelada.
message	Данная радиостанция уже добавлена.	Esta emisora ya fue agregada.
message	Данная фирма уже присвоена брэнду. Операция прервана.	Esta empresa ya está asignada a la marca. Operación cancelada.
message	Данный выпуск уже проспонсирован.	Esta emisión ya está patrocinada.
message	Данный модуль уже включен в пакет. Операция прервана.	Este módulo ya está incluido en el paquete. Operación cancelada.
message	Данный тариф попадает между объединёнными тарифами! Операция прервана. Либо измените параметры данного тарифа, либо удалите объединение между тарифами.	¡Esta tarifa queda entre tarifas unidas! Operación cancelada. Modifique los parámetros de esta tarifa o elimine la unión entre las tarifas.
message	Данный тип кампании уже добавлен к данной радиостанции в данной скидке.	Este tipo de pauta ya fue agregado a esta emisora en este descuento.
message	Дата начала действия окна не может быть больше даты его окончания. Операция прервана.	La fecha de inicio de vigencia de la ventana no puede ser posterior a la fecha de fin. Operación cancelada.
message	Дата начала действия прайс-листа модуля не может выходить за рамки дат действия прайса-листа радиостанции.	La fecha de inicio de vigencia de la lista de precios del módulo no puede estar fuera del período de vigencia de la lista de precios de la emisora.
message	Дата начала действия прайс-листа не может быть больше даты его окончания. Операция прервана.	La fecha de inicio de vigencia de la lista de precios no puede ser posterior a la fecha de fin. Operación cancelada.
message	Дата начала действия тарифа не может быть больше даты его окончания. Операция прервана.	La fecha de inicio de vigencia de la tarifa no puede ser posterior a la fecha de fin. Operación cancelada.
message	Дата начала или окончания действия данного тарифа пересекается с другим тарифом. Операция прервана.	La fecha de inicio o de fin de vigencia de esta tarifa se superpone con otra tarifa. Operación cancelada.
message	Дата начала или окончания действия прайс-листа пересекается с другим прайс-листом. Операция прервана.	La fecha de inicio o de fin de vigencia de la lista de precios se superpone con otra lista de precios. Operación cancelada.
message	Дата начала интервала не может быть больше даты его окончания. Операция прервана.	La fecha de inicio del intervalo no puede ser posterior a la fecha de fin. Operación cancelada.
message	Дата начала периода не может быть больше даты его окончания. Операция прервана.	La fecha de inicio del período no puede ser posterior a la fecha de fin. Operación cancelada.
message	Дата окончания действия модуля не может быть меньше, чем дата его начала.	La fecha de fin de vigencia del módulo no puede ser anterior a la fecha de inicio.
message	Дата окончания действия прайс-листа модуля не может выходить за рамки дат действия прайса-листа радиостанции.	La fecha de fin de vigencia de la lista de precios del módulo no puede estar fuera del período de vigencia de la lista de precios de la emisora.
message	Дата попадает в закрытый трафик-менеджером период.	La fecha corresponde a un período cerrado por el gestor de tráfico.
message	Дата разделения должна находиться между датой начала и окончания рекламной на радиостанции {0}.	La fecha de división debe estar entre la fecha de inicio y la de fin de la pauta en la emisora {0}.
message	Даты начала и окончания рекламной кампании на радиостанции {0} совпадают. Разделение по периоду невозможно осуществить.	Las fechas de inicio y fin de la pauta en la emisora {0} coinciden. No es posible dividir por período.
message	Действие прайс-листа не может быть уменьшено до выставленных сроков, так как он используется в создании модуля. Операция прервана.	No se puede reducir la vigencia de la lista de precios al período indicado porque se utiliza en un módulo. Operación cancelada.
message	Действие прайс-листа не может быть уменьшено до выставленных сроков, так как он используется в создании пакетного модуля. Операция прервана.	No se puede reducir la vigencia de la lista de precios al período indicado porque se utiliza en un módulo en paquete. Operación cancelada.
message	Для просмотра журнала необходимо выбрать дату.	Para ver el registro, seleccione una fecha.
message	Для просмотра журнала необходимо выбрать даты начала и окончания интервала.	Para ver el registro, seleccione las fechas de inicio y fin del intervalo.
message	Для просмотра статистики необходимо выбрать даты сравниваемых интервалов. Операция прервана.	Para ver las estadísticas, seleccione las fechas de los intervalos a comparar. Operación cancelada.
message	Для роликов политической агитации позиционирование не применяется. Операция прервана.	El posicionamiento no se aplica a los spots de propaganda política. Operación cancelada.
message	Для способа разделения "По периоду" надо указать дату разделения рекламной кампании	Para el método de división "Por período" debe indicarse la fecha de división de la pauta
message	Запрещено редактировать заказ помеченный как выполненный.  Операция прервана.	No se permite modificar un pedido marcado como completado.  Operación cancelada.
message	Запрещено удалять подтвержденную акцию.  Операция прервана.	No se permite eliminar una campaña confirmada.  Operación cancelada.
message	Интервалы-исключения заданы неверно. Формат: ЧЧ:ММ-ЧЧ:ММ, несколько интервалов в одной строке разделяются точкой с запятой. Строка может начинаться с дней недели, например: "пн-пт 16:00-16:55; 18:00-19:00", а на следующей строке - другой набор: "сб,вс 10:00-11:00". Дни: пн вт ср чт пт сб вс; допускаются диапазон (пн-пт) и перечисление (пн,ср,пт), строка без дней действует все дни недели. Начало интервала должно быть раньше чем его окончание.	Los intervalos de exclusión son incorrectos. Formato: HH:MM-HH:MM; varios intervalos en una misma línea se separan con punto y coma. La línea puede comenzar con días de la semana, por ejemplo: "пн-пт 16:00-16:55; 18:00-19:00", y en la línea siguiente otro conjunto: "сб,вс 10:00-11:00". Días (abreviaturas rusas, de lunes a domingo): пн вт ср чт пт сб вс; se admiten rangos (пн-пт) y enumeraciones (пн,ср,пт); una línea sin días rige para todos los días de la semana. El inicio del intervalo debe ser anterior a su fin.
message	Количество выходов в день должно быть больше нуля. Операция прервана.	La cantidad de emisiones por día debe ser mayor que cero. Operación cancelada.
message	Лицензия просрочена.	La licencia está vencida.
message	Модуль не может быть удален, так как на его базе сформированы рекламные кампании. Операция прервана.	No se puede eliminar el módulo porque existen pautas creadas a partir de él. Operación cancelada.
message	Модульный прайс-лист не может быть удален, так как на его базе сформированы рекламные кампании. Операция прервана.	No se puede eliminar la lista de precios modular porque existen pautas creadas a partir de ella. Operación cancelada.
message	Модульный прайс-лист не может быть удален, так как он используется в пакетных модулях. Операция прервана.	No se puede eliminar la lista de precios modular porque se utiliza en módulos en paquete. Operación cancelada.
message	Модульный прайс-лист уже используется рекламной кампанией. Изменять его параметры запрещено. Операция прервана.	La lista de precios modular ya se utiliza en una pauta. No se permite modificar sus parámetros. Operación cancelada.
message	На базе тарифа уже сгенерированы рекламные окна. Изменять его параметры запрещено. Операция прервана.	Ya se generaron ventanas publicitarias a partir de la tarifa. No se permite modificar sus parámetros. Operación cancelada.
message	На базе этого тарифа уже размещено спонсорство. Изменять его параметры запрещено. Операция прервана.	Ya se colocó un patrocinio a partir de esta tarifa. No se permite modificar sus parámetros. Operación cancelada.
message	На указанную дату отсутствует прайс-лист.	No hay lista de precios para la fecha indicada.
message	Начало и окончание интервала выбраны неверно. Операция прервана.	El inicio y el fin del intervalo son incorrectos. Operación cancelada.
message	Не выбран рекламный ролик.	No se seleccionó un spot publicitario.
message	Не выбран тип переноса. Операция прервана.	No se seleccionó el tipo de traslado. Operación cancelada.
message	Не найдены тарифы для данного интервала. Скопируйте сначала обычный прайс-лист.	No se encontraron tarifas para este intervalo. Copie primero la lista de precios común.
message	Не получилось экспортировать Сетку Вещания. Убедитесь, что указаны корректные пути в настройках.	No se pudo exportar la Parrilla de Emisión. Verifique que las rutas indicadas en la configuración sean correctas.
message	Не у всех рекламных кампаний выбран способ разделения!	¡No todas las pautas tienen seleccionado un método de división!
message	Неверное расставление дат.	Las fechas están mal asignadas.
message	Невозможно активировать акцию без участия пользователя. Бонусное время спонсорских кампаний меньше времени расставленных роликов. Более подробную информацию можно получить при "Предварительном просмотре активации".	No se puede activar la campaña sin intervención del usuario. El tiempo de bonificación de las pautas de patrocinio es menor que el tiempo de los spots colocados. Para más información, consulte la "Vista previa de activación".
message	Невозможно активировать акцию, так как она содержит ролики без предмета рекламы. Операция прервана.	No se puede activar la campaña porque contiene spots sin rubro publicitario. Operación cancelada.
message	Невозможно внести изменения в тариф на производство роликов, так как есть заказы, которые его используют. Операция прервана.	No se puede modificar la tarifa de producción de spots porque existen pedidos que la utilizan. Operación cancelada.
message	Невозможно выполнить операцию, так как рекламная акция содержит всего одну кампанию.	No se puede realizar la operación porque la campaña publicitaria contiene una sola pauta.
message	Невозможно добавить (изменить) прайс-лист пакетной скидки, даты существования прайс-листа пересекаются с существующими в базе данных.	No se puede agregar (modificar) la lista de precios del descuento por paquete: sus fechas de vigencia se superponen con otras existentes en la base de datos.
message	Невозможно добавить в данный промежуток времени выпуски на выбранных радиостанциях.	No se pueden agregar emisiones en este intervalo de tiempo en las emisoras seleccionadas.
message	Невозможно добавить в модуль тарифы разного типа (с максимальной вместимостью и без). Операция прервана.	No se pueden agregar al módulo tarifas de distinto tipo (con y sin capacidad máxima). Operación cancelada.
message	Невозможно добавить в пакетный модуль модули, имеющие тарифы разного типа (с максимальной вместимостью и без). Операция прервана.	No se pueden agregar al módulo en paquete módulos con tarifas de distinto tipo (con y sin capacidad máxima). Operación cancelada.
message	Невозможно добавить выбранный модуль в пакетный модуль, так как сроки действия прайс-листа пакетного модуля шире, чем сроки действия прайс-листа выбранного модуля. Операция прервана.	No se puede agregar el módulo seleccionado al módulo en paquete porque la vigencia de la lista de precios del módulo en paquete es más amplia que la de la lista de precios del módulo seleccionado. Operación cancelada.
message	Невозможно добавить выпуски в рекламную кампанию, так как в ней установлен менеджерский коэффициент, превышающий разрешенный. Операция прервана.	No se pueden agregar emisiones a la pauta porque tiene un coeficiente del gerente superior al permitido. Operación cancelada.
message	Невозможно добавить данный пакет поскольку медиа-тип пакета отличается от медиа-типов, добавленных в данный пакетный модуль	No se puede agregar este paquete porque su tipo de medio difiere de los tipos de medio agregados a este módulo en paquete
message	Невозможно добавить или внести изменения в рекламный выпуск с датой выхода в эфир '{0}', так как эта дата уже в прошлом. Операция прервана.	No se puede agregar ni modificar una emisión publicitaria con fecha de salida al aire '{0}' porque esa fecha ya pasó. Operación cancelada.
message	Невозможно добавить окно, время заблокировано профилактикой. Операция прервана.	No se puede agregar la ventana: el horario está bloqueado por mantenimiento. Operación cancelada.
message	Невозможно добавить профилактику с {0} по {1}, так как уже существуют выпуски в это время.	No se puede agregar un mantenimiento del {0} al {1} porque ya existen emisiones en ese horario.
message	Невозможно добавить рекламное окно, так как оно попадает внутрь цепочки объединённых окон.	No se puede agregar la ventana publicitaria porque queda dentro de una cadena de ventanas unidas.
message	Невозможно добавить рекламную кампанию без агентства. Операция прервана.	No se puede agregar una pauta sin agencia. Operación cancelada.
message	Невозможно добавить рекламную кампанию в активированную акцию, которая уже закончилась. Операция прервана.	No se puede agregar una pauta a una campaña activada que ya finalizó. Operación cancelada.
message	Невозможно добавить рекламный выпуск так как ролику не назначен предмет рекламы. Операция прервана.	No se puede agregar la emisión publicitaria porque el spot no tiene asignado un rubro publicitario. Operación cancelada.
message	Невозможно добавить рекламный выпуск. Бонус для рекламных роликов спонсорской программы слишком мал.  Операция прервана.	No se puede agregar la emisión publicitaria. La bonificación para los spots del programa de patrocinio es insuficiente.  Operación cancelada.
message	Невозможно добавить рекламный ролик с датой выхода в эфир '{0}'. Рекламное окно недоступно из-за профилактики передатчика	No se puede agregar el spot con fecha de salida al aire '{0}'. La ventana publicitaria no está disponible por mantenimiento del transmisor
message	Невозможно добавлять или изменять рекламные выпуски с датой выхода в эфир '{0}'. Трафик-менеджер закрыл этот период. Операция прервана.	No se pueden agregar ni modificar emisiones publicitarias con fecha de salida al aire '{0}'. El gestor de tráfico cerró este período. Operación cancelada.
message	Невозможно изменить данную акцию так как она уже оплачена. Операция прервана.	No se puede modificar esta campaña porque ya está pagada. Operación cancelada.
message	Невозможно изменить название ролика, или тип на обычную рекламу, или убрать тип "Общий" или снять активность объекта у ролика, который используется в модулях или пакетных модулях как основной ролик. Операция прервана.	No se puede cambiar el nombre del spot, cambiar su tipo a publicidad común, quitar el tipo "General" ni desactivar un spot que se utiliza como spot principal en módulos o módulos en paquete. Operación cancelada.
message	Невозможно изменить позиционирование так как данный модуль содержит тарифы с максимальной вместимостью меньше 4-х.	No se puede cambiar el posicionamiento porque este módulo contiene tarifas con capacidad máxima menor que 4.
message	Невозможно изменить позиционирование так как данный пакет содержит тарифы с максимальной вместимостью меньше 4-х.	No se puede cambiar el posicionamiento porque este paquete contiene tarifas con capacidad máxima menor que 4.
message	Невозможно изменить радиостанцию для объединения, так как уже объединены блоки.	No se puede cambiar la emisora a unir porque ya hay bloques unidos.
message	Невозможно изменить содержимое пакетного модуля, так как уже существуют рекламные кампании, созданные по данному пакетному модулю.	No se puede modificar el contenido del módulo en paquete porque ya existen pautas creadas a partir de él.
message	Невозможно изменить содержимое рекламного модуля, так как уже существуют рекламные кампании, созданные по данному рекламному модулю.	No se puede modificar el contenido del módulo publicitario porque ya existen pautas creadas a partir de él.
message	Невозможно изменить тип тарифа (с максимальной вместимостью и без), так как он используется в модулях. Операция прервана.	No se puede cambiar el tipo de tarifa (con o sin capacidad máxima) porque se utiliza en módulos. Operación cancelada.
message	Невозможно изменить цену завершившейся рекламной кампании. Операция прервана.	No se puede modificar el precio de una pauta finalizada. Operación cancelada.
message	Невозможно изменить цену рекламной кампании так как она станет меньше минимально возможной. Операция прервана.	No se puede modificar el precio de la pauta porque quedaría por debajo del mínimo permitido. Operación cancelada.
message	Невозможно клонировать прайс лист, так как для нового пакетного прайс-листа не находятся все необходимые модульные прайс-листы.	No se puede clonar la lista de precios porque no se encuentran todas las listas de precios modulares necesarias para la nueva lista de precios en paquete.
message	Невозможно обновить (добавить) текущий коэффициент на этот срок для пользователя, так как он пересекается с существующим у пользователя сроком действия коэффициента.	No se puede actualizar (agregar) el coeficiente actual del usuario para este período porque se superpone con otro período de vigencia de coeficiente del usuario.
message	Невозможно осуществиить перенос. Проверьте, что в выбранном дне присутствуют необходимые рекламные окна.	No se puede realizar el traslado. Verifique que el día seleccionado tenga las ventanas publicitarias necesarias.
message	Невозможно отредактировать доступ к пунктам меню для административной группы или пользователя, принадлежащему административной группе. Операция прервана.	No se puede modificar el acceso a los elementos del menú del grupo de administradores ni de un usuario que pertenezca a él. Operación cancelada.
message	Невозможно отредактировать права для административной группы или пользователя, принадлежащему административной группе. Операция прервана.	No se pueden modificar los permisos del grupo de administradores ni de un usuario que pertenezca a él. Operación cancelada.
message	Невозможно перенести день из-за проблем с менеджерским коэффициентом. На выбранную вами дату он превышает установленное в этой рекламной кампании значение. Операция прервана.	No se puede trasladar el día por un problema con el coeficiente del gerente: en la fecha seleccionada supera el valor establecido en esta pauta. Operación cancelada.
message	Невозможно перенести рекламный выпуск. Дата выпуска в прошлом, либо закрыта трафик-менеджером. Операция прервана.	No se puede trasladar la emisión publicitaria. La fecha de la emisión ya pasó o fue cerrada por el gestor de tráfico. Operación cancelada.
message	Невозможно перенести рекламный выпуск. Новая дата выпуска в прошлом, либо закрыта трафик-менеджером. Операция прервана.	No se puede trasladar la emisión publicitaria. La nueva fecha de la emisión ya pasó o fue cerrada por el gestor de tráfico. Operación cancelada.
message	Невозможно перенести ролик в данное окно с текущей позицией, так как позиция занята. Операция прервана.	No se puede trasladar el spot a esta ventana con la posición actual porque la posición está ocupada. Operación cancelada.
message	Невозможно перенести ролик в данное окно, так как будет превышено допустимое время в данном окне. Операция прервана.	No se puede trasladar el spot a esta ventana porque se superaría el tiempo permitido en ella. Operación cancelada.
message	Невозможно перенести ролик в данное окно, так как будет превышено число допустимых роликов. Операция прервана.	No se puede trasladar el spot a esta ventana porque se superaría la cantidad permitida de spots. Operación cancelada.
message	Невозможно перенести ролик в закрытый период. Операция прервана.	No se puede trasladar el spot a un período cerrado. Operación cancelada.
message	Невозможно сделать перенос выпуска в окно, так как оно недоступно из-за профилактики. Операция прервана.	No se puede trasladar la emisión a la ventana porque no está disponible por mantenimiento. Operación cancelada.
message	Невозможно склеить действующую акцию с макетом. Операция прервана.	No se puede unir una campaña vigente con un borrador. Operación cancelada.
message	Невозможно сменить агентство, так как для него уже есть присвоенные платежи. Операция прервана!	No se puede cambiar la agencia porque ya tiene pagos asignados. ¡Operación cancelada!
message	Невозможно сменить дату начала вещания, т.к. уже существуют зависимые окна от этого дата начала вещания, которые будут не валидны после изменения.	No se puede cambiar el inicio de emisión porque ya existen ventanas que dependen de él y dejarían de ser válidas tras el cambio.
message	Невозможно сменить позиционирование, так как в модуле есть тариф, у которого максимальная вместимость больше 0 и меньше 3.	No se puede cambiar el posicionamiento porque el módulo contiene una tarifa con capacidad máxima mayor que 0 y menor que 3.
message	Невозможно сменить тип оплаты, так как для него уже есть присвоенные платежи. Операция прервана!	No se puede cambiar el tipo de pago porque ya tiene pagos asignados. ¡Operación cancelada!
message	Невозможно сменить фирму-заказчика для выбранной рекламной акции. Она либо завершилась, либо началась в одном из предыдущих месяцев.	No es posible cambiar la empresa cliente de la campaña publicitaria seleccionada. La campaña ya finalizó o comenzó en uno de los meses anteriores.
message	Невозможно сохранить выставленные даты у окна, убедитесь, что на эти даты существует прайс-лист у данной радиостанции. Операция прервана.	No es posible guardar las fechas establecidas para la ventana; verifique que exista una lista de precios de esta emisora para esas fechas. Operación cancelada.
message	Невозможно спонсировать программу с датой выхода в эфир '{0}'. Операция прервана.	No es posible patrocinar el programa con fecha de emisión '{0}'. Operación cancelada.
message	Невозможно спонсировать программу с датой выхода в эфир '{0}'. Рекламное окно недоступно из-за профилактики передатчика. Операция прервана.	No es posible patrocinar el programa con fecha de emisión '{0}'. La ventana publicitaria no está disponible por mantenimiento del transmisor. Operación cancelada.
message	Невозможно удалить агентство, так как оно используется в рекламных кампаниях. Операция прервана.	No es posible eliminar la agencia porque se utiliza en pautas publicitarias. Operación cancelada.
message	Невозможно удалить агентство, так как эта оно используется в заказах на производство роликов. Операция прервана.	No es posible eliminar la agencia porque se utiliza en órdenes de producción de spots. Operación cancelada.
message	Невозможно удалить агентство, так как эта оно используется в кампаниях по размещению наружной рекламы. Операция прервана.	No es posible eliminar la agencia porque se utiliza en pautas de publicidad exterior. Operación cancelada.
message	Невозможно удалить агентство, так как эта оно используется в платежах за производство роликов. Операция прервана.	No es posible eliminar la agencia porque se utiliza en pagos por producción de spots. Operación cancelada.
message	Невозможно удалить агентство, так как эта оно используется в счетах на предоплату за производство роликов. Операция прервана.	No es posible eliminar la agencia porque se utiliza en facturas de anticipo por producción de spots. Operación cancelada.
message	Невозможно удалить банк, так как есть медиа-планер, который использует эту информацию. Операция прервана.	No es posible eliminar el banco porque hay un planificador de medios que utiliza esta información. Operación cancelada.
message	Невозможно удалить банк, так как эта информация используется в агентствах. Операция прервана.	No es posible eliminar el banco porque esta información se utiliza en agencias. Operación cancelada.
message	Невозможно удалить банк, так как эта информация используется в студиях. Операция прервана.	No es posible eliminar el banco porque esta información se utiliza en estudios. Operación cancelada.
message	Невозможно удалить банк, так как эта информация используется в фирмах. Операция прервана.	No es posible eliminar el banco porque esta información se utiliza en empresas. Operación cancelada.
message	Невозможно удалить медиа-планера, так как он использован в рекламных кампаниях. Операция прервана.	No es posible eliminar el planificador de medios porque se utilizó en pautas publicitarias. Operación cancelada.
message	Невозможно удалить медиа-планера, так как эта информация используется в журнале агентств.  Операция прервана.	No es posible eliminar el planificador de medios porque esta información se utiliza en el registro de agencias.  Operación cancelada.
message	Невозможно удалить платеж, так как этому платежу присвоены оплаты.	No es posible eliminar el pago porque ya tiene montos asignados.
message	Невозможно удалить платёж, так как он уже использован для присвоения акциям.  Операция прервана.	No es posible eliminar el pago porque ya se utilizó para asignarlo a campañas.  Operación cancelada.
